"type","w1_str","w2_str","bi.freq","w1.freq","w2.freq"
"police_when","police","when",52,26817,208943
"carter_the","carter","the",24,1138,6036130
"in_railways","in","railways",15,1937245,1821
"they_recognised","they","recognised",41,374148,5119
"soul_has","soul","has",20,2864,252098
"race_where","race","where",12,7790,102130
"are_unusual","are","unusual",52,456718,3992
"person_again","person","again",11,23182,56640
"body_lotion","body","lotion",20,24075,198
"vanguard_of","vanguard","of",109,301,3041281
"under_you","under","you",21,60556,579748
"squad_this","squad","this",13,2467,452531
"financial_affairs","financial","affairs",120,16385,7129
"maintain_as","maintain","as",21,5392,653528
"arranged_that","arranged","that",94,3944,1048180
"features_of","features","of",2130,8600,3041281
"spice_islands","spice","islands",23,357,3466
"discovered_his","discovered","his",53,6175,409172
"rather_sadly","rather","sadly",14,41714,1873
"mustard_NUM","mustard","NUM",12,469,1265511
"for_reversing","for","reversing",12,877618,369
"its_tracks","its","tracks",49,160263,1962
"and_likely","and","likely",138,2614893,22952
"opening_was","opening","was",23,7524,860745
"way_we'll","way","we'll",25,95412,10843
"transistor_radios","transistor","radios",17,254,324
"instructive_to","instructive","to",68,296,2593392
"agent_would","agent","would",25,4094,228948
"exists_it","exists","it",48,3149,918894
"dundee_and","dundee","and",58,787,2614893
"people_that","people","that",1282,115716,1048180
"malt_lymphoma","malt","lymphoma",17,367,245
"his_british","his","british",97,409172,35364
"works_near","works","near",15,14029,17807
"mr_cottle","mr","cottle",28,58363,85
"be_forty","be","forty",49,649613,6347
"paragraph_is","paragraph","is",50,2560,970830
"throwing_down","throwing","down",19,1690,91262
"yelp_of","yelp","of",15,43,3041281
"bust_was","bust","was",12,690,860745
"which_business","which","business",27,364831,34677
"the_cmhts","the","cmhts",40,6036130,85
"painter_and","painter","and",135,1097,2614893
"across_but","across","but",30,23960,443525
"interest_category","interest","category",11,27136,3293
"tomatoes_skinned","tomatoes","skinned",15,720,149
"grazed_her","grazed","her",13,235,302784
"the_durham","the","durham",170,6036130,2329
"hounded_by","hounded","by",30,103,511973
"drama_teachers","drama","teachers",22,3457,10579
"medrese_in","medrese","in",37,155,1937245
"arsenal_on","arsenal","on",18,1221,727437
"work_with","work","with",2861,88987,658333
"article_pp","article","pp",23,6477,6189
"to_elbow","to","elbow",18,2593392,1022
"he_fancies","he","fancies",26,588865,190
"dunbar_in","dunbar","in",14,267,1937245
"evolution_or","evolution","or",17,2454,368104
"the_materialistic","the","materialistic",16,6036130,115
"benefactor_and","benefactor","and",18,151,2614893
"sometimes_you're","sometimes","you're",28,19826,36763
"celia_had","celia","had",47,735,412099
"page_there","page","there",11,10019,283568
"dry_you","dry","you",15,6407,579748
"to_satisfaction","to","satisfaction",13,2593392,2753
"before_choosing","before","choosing",19,84765,1813
"word_here","word","here",52,18521,64834
"being_avoided","being","avoided",14,87540,2152
"sleeve_for","sleeve","for",23,909,877618
"was_relying","was","relying",22,860745,717
"the_vesting","the","vesting",14,6036130,66
"programme_of","programme","of",1965,18165,3041281
"religious_influence","religious","influence",11,6431,10318
"the_numbing","the","numbing",11,6036130,61
"best_music","best","music",11,34784,14540
"hunter_in","hunter","in",15,1152,1937245
"was_grey","was","grey",84,860745,5395
"of_reputation","of","reputation",27,3041281,3642
"greenhouse_is","greenhouse","is",12,972,970830
"of_annual","of","annual",158,3041281,8079
"very_fruitful","very","fruitful",22,118143,434
"her_ambitions","her","ambitions",18,302784,983
"sixth_of","sixth","of",143,2492,3041281
"and_hundred","and","hundred",16,2614893,18444
"tortoises_and","tortoises","and",18,104,2614893
"had_conveyed","had","conveyed",14,412099,677
"on_estates","on","estates",21,727437,1963
"the_lips","the","lips",267,6036130,4627
"similar_but","similar","but",187,18255,443525
"defence_council","defence","council",63,11634,28937
"use_two","use","two",90,62024,150771
"clamour_for","clamour","for",43,167,877618
"our_war","our","war",12,93040,27046
"the_sc","the","sc",24,6036130,337
"are_can","are","can",20,456718,231901
"enlarge_the","enlarge","the",74,239,6036130
"all_tests","all","tests",22,275882,5071
"jean_monnet","jean","monnet",19,2121,46
"sharp_distinction","sharp","distinction",39,4706,4082
"positive_values","positive","values",15,8255,7537
"organizations_and","organizations","and",263,2953,2614893
"left_eye","left","eye",109,44851,9068
"'s_the","'s","the",15,802,6036130
"we'll_eat","we'll","eat",27,10843,7202
"british_football","british","football",31,35364,6458
"satisfactory_way","satisfactory","way",44,2152,95412
"percentages_of","percentages","of",113,363,3041281
"temporal_power","temporal","power",12,544,31184
"of_generations","of","generations",77,3041281,2089
"it_offers","it","offers",461,918894,5799
"victorian_house","victorian","house",73,2425,48762
"city_regeneration","city","regeneration",12,21427,616
"other_music","other","music",40,152211,14540
"public-sector_borrowing","public-sector","borrowing",20,288,1525
"points_down","points","down",35,14216,91262
"said_eagerly","said","eagerly",31,193749,676
"charles_is","charles","is",87,8137,970830
"never_fell","never","fell",20,52543,10152
"he'd_er","he'd","er",20,11545,86782
"have_dealt","have","dealt",126,447159,3439
"their_awards","their","awards",22,254217,2314
"castle_walls","castle","walls",31,5207,5823
"pays_and","pays","and",16,1460,2614893
"he_speaks","he","speaks",229,588865,1382
"house_stood","house","stood",31,48762,12143
"programme_yesterday","programme","yesterday",11,18165,18099
"involving_other","involving","other",12,4228,152211
"proved_when","proved","when",11,6805,208943
"would_work","would","work",395,228948,88987
"outputs_in","outputs","in",15,452,1937245
"door_at","door","at",243,23008,521986
"front_five","front","five",14,20831,38861
"out_carefully","out","carefully",21,196367,6779
"they_lined","they","lined",12,374148,1355
"NUM_pre-tax","NUM","pre-tax",84,1265511,778
"a_keepsake","a","keepsake",20,2169721,34
"felipe_and","felipe","and",13,413,2614893
"squeeze_her","squeeze","her",15,960,302784
"been_affected","been","affected",211,259718,5914
"illustrating_the","illustrating","the",134,322,6036130
"proved_a","proved","a",432,6805,2169721
"express_but","express","but",18,4865,443525
"urge_people","urge","people",12,1306,115716
"standards_of","standards","of",1680,9501,3041281
"house_them","house","them",17,48762,166575
"and_enrichment","and","enrichment",11,2614893,242
"encourage_in","encourage","in",14,5067,1937245
"exhibition_includes","exhibition","includes",20,5305,6715
"or_simultaneously","or","simultaneously",11,368104,1729
"prince_that","prince","that",14,5293,1048180
"of_campbell","of","campbell",16,3041281,1339
"that_remote","that","remote",18,1048180,2803
"and_strong","and","strong",504,2614893,15681
"in_pluralist","in","pluralist",14,1937245,361
"was_thirteen","was","thirteen",69,860745,1990
"economic_advisers","economic","advisers",21,23000,1718
"murmured_something","murmured","something",34,1808,49484
"only_while","only","while",33,148191,54704
"music_used","music","used",13,14540,65856
"resurrected_in","resurrected","in",12,131,1937245
"which_also","which","also",1017,364831,123293
"attentions_on","attentions","on",15,270,727437
"train_journey","train","journey",68,7754,4645
"be_hanging","be","hanging",35,649613,2876
"eventually_was","eventually","was",16,8823,860745
"psychology_cognitive","psychology","cognitive",12,2210,1182
"farms_for","farms","for",18,1799,877618
"party_loyalty","party","loyalty",32,37409,1591
"he_hates","he","hates",108,588865,379
"escorting_her","escorting","her",14,113,302784
"not_heed","not","heed",17,448154,299
"and_managed","and","managed",323,2614893,7311
"of_ord","of","ord",31,3041281,942
"his_tiny","his","tiny",57,409172,5155
"speak_of","speak","of",845,8932,3041281
"the_cooled","the","cooled",14,6036130,339
"later_just","later","just",24,38208,125369
"the_henderson","the","henderson",13,6036130,591
"a_parking","a","parking",95,2169721,1493
"up_much","up","much",87,206222,89395
"it's_so","it's","so",976,126327,236139
"which_keynes","which","keynes",12,364831,965
"to_wexford","to","wexford",12,2593392,390
"perennial_plants","perennial","plants",14,309,7111
"notes_as","notes","as",69,6199,653528
"of_moore","of","moore",12,3041281,1548
"not_inferior","not","inferior",11,448154,841
"hav_been","hav","been",11,88,259718
"can_construct","can","construct",24,231901,1398
"a_propaganda","a","propaganda",54,2169721,1120
"the_pennies","the","pennies",39,6036130,274
"clumsily_and","clumsily","and",11,147,2614893
"the_ewe","the","ewe",13,6036130,122
"for_building","for","building",349,877618,18481
"reservation_wage","reservation","wage",20,639,3191
"alienating_the","alienating","the",26,139,6036130
"true_since","true","since",20,17406,48884
"draw_two","draw","two",14,7171,150771
"client_must","client","must",38,5487,68791
"set_amidst","set","amidst",30,44151,486
"language_rather","language","rather",25,18459,41714
"the_kid","the","kid",225,6036130,1537
"boots_or","boots","or",46,2790,368104
"everything_ready","everything","ready",33,17083,9816
"editions_and","editions","and",35,720,2614893
"empowerment_is","empowerment","is",14,172,970830
"model_they","model","they",15,13034,374148
"parliamentary_procedure","parliamentary","procedure",19,4211,5683
"mr_forsyth","mr","forsyth",20,58363,162
"subject_are","subject","are",43,21135,456718
"battle_NUM","battle","NUM",14,6365,1265511
"know_its","know","its",68,115518,160263
"that_systematic","that","systematic",20,1048180,1676
"veils_and","veils","and",16,124,2614893
"books_one","books","one",21,12661,287758
"we_worship","we","worship",12,299533,1580
"highly_original","highly","original",27,8959,11211
"that_helping","that","helping",11,1048180,4235
"anger_she","anger","she",49,3636,321346
"as_closed","as","closed",25,653528,9336
"at_coniston","at","coniston",33,521986,179
"ah_was","ah","was",11,5648,860745
"whole_day","whole","day",213,29935,58173
"rejected_by","rejected","by",574,3913,511973
"now_there's","now","there's",351,137275,32156
"respect_we","respect","we",23,9902,299533
"right_did","right","did",28,79132,90267
"for_economic","for","economic",579,877618,23000
"systems_builder","systems","builder",11,16988,822
"fund_licence","fund","licence",12,6275,3606
"the_skis","the","skis",32,6036130,211
"squares_of","squares","of",108,897,3041281
"overturn_the","overturn","the",73,198,6036130
"and_crooked","and","crooked",17,2614893,323
"self_and","self","and",263,3578,2614893
"their_occupants","their","occupants",34,254217,490
"librarians_were","librarians","were",12,575,307547
"obviously_difficult","obviously","difficult",11,10568,21538
"dark_figure","dark","figure",40,12572,16742
"been_assured","been","assured",68,259718,2135
"that_experiments","that","experiments",12,1048180,2949
"still_keep","still","keep",67,71594,26678
"midnight_before","midnight","before",11,1741,84765
"similar_experiments","similar","experiments",15,18255,2949
"serious_with","serious","with",13,12017,658333
"pistol_at","pistol","at",20,547,521986
"and_pitched","and","pitched",27,2614893,554
"guerrilla_activity","guerrilla","activity",22,533,11361
"they_live","they","live",585,374148,16806
"and_archaeologists","and","archaeologists",25,2614893,343
"they_advertise","they","advertise",18,374148,502
"women_never","women","never",19,32880,52543
"a_source","a","source",1358,2169721,8952
"matrix_by","matrix","by",11,1424,511973
"the_rockets","the","rockets",25,6036130,259
"football_clubs","football","clubs",58,6458,3702
"explosives_were","explosives","were",22,402,307547
"not_god","not","god",49,448154,18656
"or_employ","or","employ",11,368104,1698
"their_undergraduate","their","undergraduate",12,254217,613
"in_thrall","in","thrall",50,1937245,78
"television_debate","television","debate",12,9515,7235
